TIME,IP Address,RNTI,SNR RU1,SNR RU2,SNR RU3,X,Y
2024-10-23T16:05:38.005000Z,10.45.2.1,17029,24.6190013885498,26.08366966247559,29.53361129760742,6.5,41.90000152587891
2024-10-23T16:05:38.005000Z,10.45.1.1,17042,31.49110412597656,30.46247673034668,28.46867370605469,0.9979320764541626,25.10917472839355
2024-10-23T16:05:38.005000Z,10.45.7.1,17077,30.3209056854248,20.55415534973145,16.15864181518555,3.900000095367432,1.700000047683716
2024-10-23T16:05:38.158000Z,10.45.2.1,17029,21.53108406066895,25.33670043945312,26.59815979003906,6.599999904632568,42.09999847412109
2024-10-23T16:05:38.158000Z,10.45.1.1,17042,32.23668670654297,31.45970153808594,29.83392333984375,1.305019021034241,25.38773536682129
2024-10-23T16:05:38.158000Z,10.45.7.1,17077,31.59847450256348,22.5803165435791,19.46977806091309,4.0,2.0
2024-10-23T16:05:38.209000Z,10.45.2.1,17029,26.98628616333008,29.101806640625,31.44035339355469,6.5,42.0
2024-10-23T16:05:38.209000Z,10.45.1.1,17042,30.6953067779541,28.40561294555664,25.75246810913086,1.025126695632935,25.1051139831543
2024-10-23T16:05:38.209000Z,10.45.7.1,17077,31.51731300354004,20.91838836669922,15.43584060668945,4.0,1.700000047683716
2024-10-23T16:05:38.318000Z,10.45.2.1,17029,21.65781402587891,26.26564025878906,30.21367073059082,6.599999904632568,42.29999923706055
2024-10-23T16:05:38.318000Z,10.45.1.1,17042,31.32562828063965,30.06510162353516,28.42340278625488,1.19458281993866,25.28680038452148
2024-10-23T16:05:38.318000Z,10.45.7.1,17077,31.52655792236328,21.78824806213379,18.87167167663574,3.900000095367432,1.899999976158142
2024-10-23T16:05:38.358000Z,10.45.2.1,17029,25.97180938720703,27.58218955993652,29.38384437561035,6.599999904632568,42.0
2024-10-23T16:05:38.358000Z,10.45.1.1,17042,31.23164176940918,29.6873893737793,27.26930618286133,1.08306360244751,25.16995429992676
2024-10-23T16:05:38.358000Z,10.45.7.1,17077,30.26462745666504,20.09151649475098,14.77097415924072,3.900000095367432,1.799999952316284
2024-10-23T16:05:38.482000Z,10.45.2.1,17029,23.46123695373535,26.54730606079102,30.67705917358398,6.800000190734863,42.20000076293945
2024-10-23T16:05:38.482000Z,10.45.1.1,17042,32.34962844848633,30.79413414001465,28.97803688049316,1.062482595443726,25.34992408752441
2024-10-23T16:05:38.482000Z,10.45.7.1,17077,30.6644458770752,21.1336669921875,18.14882850646973,4.0,1.799999952316284
2024-10-23T16:05:38.489000Z,10.45.2.1,17029,24.84366798400879,27.38383293151855,29.17290687561035,6.400000095367432,42.0
2024-10-23T16:05:38.489000Z,10.45.1.1,17042,30.87246704101562,29.73664093017578,27.58608436584473,1.113874673843384,25.28080368041992
2024-10-23T16:05:38.489000Z,10.45.7.1,17077,31.22055244445801,21.1867561340332,16.12562561035156,3.799999952316284,2.0
2024-10-23T16:05:38.654000Z,10.45.2.1,17029,21.80056190490723,25.59035873413086,28.62993431091309,6.900000095367432,42.20000076293945
2024-10-23T16:05:38.654000Z,10.45.1.1,17042,31.74815559387207,30.82692527770996,29.10016250610352,0.9839988946914673,25.29327774047852
2024-10-23T16:05:38.654000Z,10.45.7.1,17077,31.05008888244629,21.64697456359863,17.9453296661377,4.0,1.700000047683716
2024-10-23T16:05:38.689000Z,10.45.2.1,17029,24.30639839172363,26.58160972595215,29.57584571838379,6.5,41.79999923706055
2024-10-23T16:05:38.689000Z,10.45.1.1,17042,31.23356628417969,29.96651840209961,28.02580261230469,1.26121985912323,25.10488319396973
2024-10-23T16:05:38.689000Z,10.45.7.1,17077,31.72634887695312,21.9317512512207,16.42242622375488,4.0,1.899999976158142
2024-10-23T16:05:38.803000Z,10.45.2.1,17029,20.50735664367676,25.72877502441406,27.90579605102539,7.099999904632568,42.40000152587891
2024-10-23T16:05:38.803000Z,10.45.1.1,17042,33.01836395263672,32.36690521240234,30.65705108642578,0.877336323261261,25.33755683898926
2024-10-23T16:05:38.803000Z,10.45.7.1,17077,31.09183502197266,21.48898696899414,18.36810302734375,3.902666568756104,1.652236223220825
2024-10-23T16:05:38.835000Z,10.45.7.1,17077,30.63105201721191,20.78719711303711,16.59386444091797,4.099999904632568,1.899999976158142
2024-10-23T16:05:38.836000Z,10.45.2.1,17029,23.19940567016602,24.82415390014648,27.73081207275391,6.400000095367432,41.79999923706055
2024-10-23T16:05:38.836000Z,10.45.1.1,17042,32.04392242431641,30.98084831237793,29.28811454772949,1.263090848922729,25.0583324432373
2024-10-23T16:05:38.959000Z,10.45.2.1,17029,24.65924453735352,28.01855850219727,29.42233848571777,6.400000095367432,41.70000076293945
2024-10-23T16:05:38.959000Z,10.45.1.1,17042,31.6074333190918,30.60403060913086,28.11362457275391,1.30800461769104,25.079833984375
2024-10-23T16:05:38.959000Z,10.45.7.1,17077,30.63070297241211,20.96641540527344,16.4261474609375,4.0,1.799999952316284
2024-10-23T16:05:38.963000Z,10.45.2.1,17029,19.63495254516602,26.0973072052002,27.02286911010742,7.099999904632568,42.29999923706055
2024-10-23T16:05:38.963000Z,10.45.1.1,17042,33.61323928833008,32.85649490356445,31.32392692565918,0.7855525016784668,25.3535213470459
2024-10-23T16:05:38.963000Z,10.45.7.1,17077,30.66601943969727,21.2800121307373,17.99400901794434,3.900000095367432,1.799999952316284
2024-10-23T16:05:39.114000Z,10.45.2.1,17029,20.74437522888184,26.50092315673828,28.98287963867188,7.400000095367432,42.29999923706055
2024-10-23T16:05:39.114000Z,10.45.1.1,17042,33.33773040771484,32.98387145996094,31.38695907592773,0.5391677021980286,25.25453758239746
2024-10-23T16:05:39.114000Z,10.45.7.1,17077,28.19227409362793,19.74481010437012,16.28816604614258,3.865885019302368,1.772183775901794
2024-10-23T16:05:39.124000Z,10.45.2.1,17029,23.62615776062012,25.07613182067871,28.67594528198242,6.400000095367432,41.79999923706055
2024-10-23T16:05:39.124000Z,10.45.1.1,17042,31.98930740356445,30.66300010681152,28.82896995544434,1.251094222068787,25.14572334289551
2024-10-23T16:05:39.124000Z,10.45.7.1,17077,30.83945846557617,21.08456802368164,15.56746292114258,4.0,1.700000047683716
2024-10-23T16:05:39.278000Z,10.45.2.1,17029,22.77007484436035,26.49707984924316,29.96465492248535,7.360752582550049,42.28347015380859
2024-10-23T16:05:39.278000Z,10.45.1.1,17042,33.31905364990234,32.94313430786133,31.01960182189941,0.7659217119216919,25.34120178222656
2024-10-23T16:05:39.278000Z,10.45.7.1,17077,28.64760971069336,20.01310729980469,16.36014175415039,3.900000095367432,1.899999976158142
2024-10-23T16:05:39.292000Z,10.45.2.1,17029,24.36570167541504,26.32748222351074,29.36816024780273,6.300000190734863,41.79999923706055
2024-10-23T16:05:39.292000Z,10.45.1.1,17042,32.09036636352539,30.36832618713379,28.42312812805176,1.294411778450012,25.36945152282715
2024-10-23T16:05:39.292000Z,10.45.7.1,17077,30.75272369384766,20.36344337463379,14.48427677154541,4.300000190734863,1.799999952316284
2024-10-23T16:05:39.457000Z,10.45.2.1,17029,21.00216484069824,26.49543762207031,28.91791343688965,7.317966938018799,42.29327392578125
2024-10-23T16:05:39.457000Z,10.45.1.1,17042,34.2035026550293,33.54314422607422,31.81743049621582,0.8339282870292664,25.23861694335938
2024-10-23T16:05:39.457000Z,10.45.7.1,17077,29.1744556427002,19.77695274353027,16.05985450744629,3.799999952316284,1.899999976158142
2024-10-23T16:05:39.484000Z,10.45.2.1,17029,21.86210060119629,25.12236785888672,27.46649551391602,6.209045886993408,41.79739379882812
2024-10-23T16:05:39.484000Z,10.45.1.1,17042,31.52489471435547,30.70561027526855,28.73437690734863,1.189911365509033,25.2917366027832
2024-10-23T16:05:39.484000Z,10.45.7.1,17077,30.10066223144531,20.54179000854492,15.3820858001709,4.207149028778076,1.700657486915588
2024-10-23T16:05:39.609000Z,10.45.2.1,17029,20.88853073120117,27.22037315368652,28.75763130187988,7.400000095367432,42.40000152587891
