point_id,ts,anchor_ids,ranges,ref
A13B2,1729687972318,"[1, 2, 3, 4, 5]","[41.49, nan, 33.29, 12.87, 19.1]","(-7.7540000000000004, 32.962, 3.351)"
A13B2,1729687972863,"[1, 2, 3, 4, 5]","[41.49, nan, 33.29, 12.87, 29.85]","(-7.7540000000000004, 32.962, 3.351)"
A13B2,1729687973501,"[1, 2, 3, 4, 5]","[41.49, 29.41, 33.29, 12.87, 29.78]","(-7.7540000000000004, 32.962, 3.351)"
A13B2,1729687974046,"[1, 2, 3, 4, 5]","[41.49, nan, 33.29, 12.87, 29.85]","(-7.7540000000000004, 32.962, 3.351)"
A13B2,1729687974589,"[1, 2, 3, 4, 5]","[41.49, nan, 33.29, 12.87, 19.1]","(-7.7540000000000004, 32.962, 3.351)"
A13B2,1729687975135,"[1, 2, 3, 4, 5]","[41.49, nan, 33.22, 12.8, 19.1]","(-7.7540000000000004, 32.962, 3.351)"
A13B2,1729687975773,"[1, 2, 3, 4, 5]","[41.42, 29.34, 33.22, 12.87, 29.85]","(-7.7540000000000004, 32.962, 3.351)"
A13B2,1729687976319,"[1, 2, 3, 4, 5]","[41.49, nan, 33.22, 12.95, 29.78]","(-7.7540000000000004, 32.962, 3.351)"
A13B2,1729687976861,"[1, 2, 3, 4, 5]","[41.49, nan, 33.29, 12.95, 29.78]","(-7.7540000000000004, 32.962, 3.351)"
A13B2,1729687977501,"[1, 2, 3, 4, 5]","[41.49, 29.41, 33.29, 12.87, 29.78]","(-7.7540000000000004, 32.962, 3.351)"
A13B2,1729687977966,"[1, 2, 3, 4, 5]","[41.42, nan, 33.22, nan, 29.78]","(-7.7540000000000004, 32.962, 3.351)"
A13B2,1729687978510,"[1, 2, 3, 4, 5]","[41.49, nan, 33.22, 12.87, 19.1]","(-7.7540000000000004, 32.962, 3.351)"
A13B2,1729687979055,"[1, 2, 3, 4, 5]","[41.42, nan, 33.22, 12.87, 19.17]","(-7.7540000000000004, 32.962, 3.351)"
A13B2,1729687979599,"[1, 2, 3, 4, 5]","[41.42, nan, 33.29, 12.87, 29.78]","(-7.7540000000000004, 32.962, 3.351)"
A13B2,1729687980143,"[1, 2, 3, 4, 5]","[nan, 29.41, 33.22, nan, 19.1]","(-7.7540000000000004, 32.962, 3.351)"
A13B2,1729687980687,"[1, 2, 3, 4, 5]","[41.49, nan, 33.29, 12.8, 19.02]","(-7.7540000000000004, 32.962, 3.351)"
A13B2,1729687981231,"[1, 2, 3, 4, 5]","[41.42, nan, 33.29, 12.87, 19.02]","(-7.7540000000000004, 32.962, 3.351)"
A13B2,1729687981775,"[1, 2, 3, 4, 5]","[41.49, nan, 33.29, 12.87, 29.78]","(-7.7540000000000004, 32.962, 3.351)"
A13B2,1729687982239,"[1, 2, 3, 4, 5]","[41.49, nan, 33.22, nan, 29.78]","(-7.7540000000000004, 32.962, 3.351)"
A13B2,1729687982782,"[1, 2, 3, 4, 5]","[41.49, nan, 33.29, 12.87, 29.78]","(-7.7540000000000004, 32.962, 3.351)"
A13B2,1729687983247,"[1, 2, 3, 4, 5]","[41.42, nan, 33.29, nan, 19.1]","(-7.7540000000000004, 32.962, 3.351)"
A13B2,1729687983791,"[1, 2, 3, 4, 5]","[41.49, nan, 33.29, 12.87, 19.1]","(-7.7540000000000004, 32.962, 3.351)"
A13B2,1729687984335,"[1, 2, 3, 4, 5]","[41.49, nan, 33.29, 12.87, 19.1]","(-7.7540000000000004, 32.962, 3.351)"
A13B2,1729687984799,"[1, 2, 3, 4, 5]","[41.42, nan, 33.22, 12.87, nan]","(-7.7540000000000004, 32.962, 3.351)"
A13B2,1729687985263,"[1, 2, 3, 4, 5]","[41.42, nan, 33.29, nan, 19.1]","(-7.7540000000000004, 32.962, 3.351)"
A13B2,1729687985807,"[1, 2, 3, 4, 5]","[41.42, nan, 33.29, 12.87, 19.1]","(-7.7540000000000004, 32.962, 3.351)"
A13B2,1729687986270,"[1, 2, 3, 4, 5]","[41.49, nan, 33.22, nan, 19.1]","(-7.7540000000000004, 32.962, 3.351)"
A13B2,1729687986814,"[1, 2, 3, 4, 5]","[41.42, nan, 33.22, 12.87, 19.1]","(-7.7540000000000004, 32.962, 3.351)"
A13B2,1729687987278,"[1, 2, 3, 4, 5]","[41.49, nan, 33.29, nan, 19.1]","(-7.7540000000000004, 32.962, 3.351)"
A13B2,1729687987822,"[1, 2, 3, 4, 5]","[41.42, nan, 33.22, 12.87, 19.1]","(-7.7540000000000004, 32.962, 3.351)"
A13B2,1729687988286,"[1, 2, 3, 4, 5]","[41.42, nan, 33.29, nan, 19.17]","(-7.7540000000000004, 32.962, 3.351)"
A13B2,1729687988830,"[1, 2, 3, 4, 5]","[41.49, nan, 33.29, 12.87, 19.1]","(-7.7540000000000004, 32.962, 3.351)"
A13B2,1729687989294,"[1, 2, 3, 4, 5]","[41.42, nan, 33.29, nan, 19.1]","(-7.7540000000000004, 32.962, 3.351)"
A13B2,1729687989838,"[1, 2, 3, 4, 5]","[41.49, nan, 33.29, 12.87, 29.78]","(-7.7540000000000004, 32.962, 3.351)"
A13B2,1729687990382,"[1, 2, 3, 4, 5]","[41.49, nan, 33.29, 12.87, 19.1]","(-7.7540000000000004, 32.962, 3.351)"
A13B2,1729687990847,"[1, 2, 3, 4, 5]","[41.42, nan, 33.29, 12.87, nan]","(-7.7540000000000004, 32.962, 3.351)"
A13B2,1729687991470,"[1, 2, 3, 4, 5]","[41.49, 29.41, 33.29, 12.87, nan]","(-7.7540000000000004, 32.962, 3.351)"
A13B2,1729687992014,"[1, 2, 3, 4, 5]","[41.42, nan, 33.22, 12.95, 19.1]","(-7.7540000000000004, 32.962, 3.351)"
A13B2,1729687992478,"[1, 2, 3, 4, 5]","[41.49, nan, 33.29, nan, 19.17]","(-7.7540000000000004, 32.962, 3.351)"
A13B2,1729687993102,"[1, 2, 3, 4, 5]","[41.49, 29.41, 33.29, 12.87, nan]","(-7.7540000000000004, 32.962, 3.351)"
A13B2,1729687993646,"[1, 2, 3, 4, 5]","[41.49, nan, 33.22, 12.87, 29.78]","(-7.7540000000000004, 32.962, 3.351)"
A13B2,1729687994110,"[1, 2, 3, 4, 5]","[41.42, nan, 33.29, nan, 19.17]","(-7.7540000000000004, 32.962, 3.351)"
A13B2,1729687994654,"[1, 2, 3, 4, 5]","[41.42, nan, 33.29, 12.8, 29.78]","(-7.7540000000000004, 32.962, 3.351)"
A13B2,1729687995118,"[1, 2, 3, 4, 5]","[41.49, nan, 33.29, nan, 19.1]","(-7.7540000000000004, 32.962, 3.351)"
A13B2,1729687995662,"[1, 2, 3, 4, 5]","[41.49, nan, 33.22, 12.87, 19.02]","(-7.7540000000000004, 32.962, 3.351)"
A13B2,1729687996127,"[1, 2, 3, 4, 5]","[41.49, nan, 33.22, 12.87, nan]","(-7.7540000000000004, 32.962, 3.351)"
A13B2,1729687996670,"[1, 2, 3, 4, 5]","[41.42, nan, 33.22, 12.87, 29.78]","(-7.7540000000000004, 32.962, 3.351)"
A13B2,1729687997214,"[1, 2, 3, 4, 5]","[42.81, nan, 33.22, 12.87, 29.85]","(-7.7540000000000004, 32.962, 3.351)"
A13B2,1729687997663,"[1, 2, 3, 4, 5]","[41.42, nan, 33.22, nan, nan]","(-7.7540000000000004, 32.962, 3.351)"
A13B2,1729687998206,"[1, 2, 3, 4, 5]","[41.42, nan, 33.29, 12.87, 19.17]","(-7.7540000000000004, 32.962, 3.351)"
A13B2,1729687998750,"[1, 2, 3, 4, 5]","[41.42, nan, 33.29, 12.87, 19.17]","(-7.7540000000000004, 32.962, 3.351)"
A13B2,1729687999294,"[1, 2, 3, 4, 5]","[41.49, nan, 33.29, 12.87, 19.17]","(-7.7540000000000004, 32.962, 3.351)"
A13B2,1729687999838,"[1, 2, 3, 4, 5]","[41.42, nan, 33.29, 12.87, 29.78]","(-7.7540000000000004, 32.962, 3.351)"
A13B2,1729688000477,"[1, 2, 3, 4, 5]","[41.49, 29.41, 33.22, 12.87, 29.85]","(-7.7540000000000004, 32.962, 3.351)"
A13B2,1729688000942,"[1, 2, 3, 4, 5]","[41.49, nan, 33.29, nan, 29.78]","(-7.7540000000000004, 32.962, 3.351)"
A13B2,1729688001486,"[1, 2, 3, 4, 5]","[41.42, nan, 33.22, 12.8, 29.78]","(-7.7540000000000004, 32.962, 3.351)"
A13B2,1729688001949,"[1, 2, 3, 4, 5]","[41.42, nan, 33.29, nan, 29.85]","(-7.7540000000000004, 32.962, 3.351)"
A13B2,1729688002494,"[1, 2, 3, 4, 5]","[42.73, nan, 33.29, 12.87, 19.1]","(-7.7540000000000004, 32.962, 3.351)"
A13B2,1729688003134,"[1, 2, 3, 4, 5]","[41.49, 29.41, 33.22, 12.87, 29.78]","(-7.7540000000000004, 32.962, 3.351)"
A13B2,1729688003598,"[1, 2, 3, 4, 5]","[41.49, nan, 33.15, 12.87, nan]","(-7.7540000000000004, 32.962, 3.351)"
A13B2,1729688004142,"[1, 2, 3, 4, 5]","[41.42, nan, 33.29, 12.87, 19.17]","(-7.7540000000000004, 32.962, 3.351)"
A13B2,1729688004686,"[1, 2, 3, 4, 5]","[41.42, nan, 33.22, 12.87, 29.85]","(-7.7540000000000004, 32.962, 3.351)"
A13B2,1729688005135,"[1, 2, 3, 4, 5]","[41.42, nan, 33.22, nan, nan]","(-7.7540000000000004, 32.962, 3.351)"
A13B2,1729688005678,"[1, 2, 3, 4, 5]","[41.42, nan, 33.22, 12.87, 19.17]","(-7.7540000000000004, 32.962, 3.351)"
A13B2,1729688006222,"[1, 2, 3, 4, 5]","[42.73, nan, 33.22, 12.87, 29.85]","(-7.7540000000000004, 32.962, 3.351)"
A13B2,1729688006766,"[1, 2, 3, 4, 5]","[41.42, nan, 33.22, 12.87, 29.78]","(-7.7540000000000004, 32.962, 3.351)"
A13B2,1729688007310,"[1, 2, 3, 4, 5]","[41.49, nan, 33.29, 12.8, 29.85]","(-7.7540000000000004, 32.962, 3.351)"
A13B2,1729688007854,"[1, 2, 3, 4, 5]","[41.49, nan, 33.22, 12.8, 19.1]","(-7.7540000000000004, 32.962, 3.351)"
A13B2,1729688008398,"[1, 2, 3, 4, 5]","[41.42, nan, 33.29, 12.87, 29.85]","(-7.7540000000000004, 32.962, 3.351)"
A13B2,1729688008942,"[1, 2, 3, 4, 5]","[41.49, nan, 33.22, 12.87, 19.17]","(-7.7540000000000004, 32.962, 3.351)"
A13B2,1729688009485,"[1, 2, 3, 4, 5]","[41.49, nan, 33.29, 12.87, 29.78]","(-7.7540000000000004, 32.962, 3.351)"
A13B2,1729688009951,"[1, 2, 3, 4, 5]","[41.42, nan, 33.22, 12.87, nan]","(-7.7540000000000004, 32.962, 3.351)"
A13B2,1729688010494,"[1, 2, 3, 4, 5]","[41.49, nan, 33.22, 12.87, 29.78]","(-7.7540000000000004, 32.962, 3.351)"
A13B2,1729688011038,"[1, 2, 3, 4, 5]","[41.42, nan, 33.29, 12.87, 19.17]","(-7.7540000000000004, 32.962, 3.351)"
A13B2,1729688011582,"[1, 2, 3, 4, 5]","[41.42, nan, 33.22, 12.87, 29.85]","(-7.7540000000000004, 32.962, 3.351)"
A13B2,1729688012031,"[1, 2, 3, 4, 5]","[41.49, nan, 33.29, nan, nan]","(-7.7540000000000004, 32.962, 3.351)"
A13B2,1729688012574,"[1, 2, 3, 4, 5]","[41.42, nan, 33.22, 12.87, 19.17]","(-7.7540000000000004, 32.962, 3.351)"
A13B2,1729688013117,"[1, 2, 3, 4, 5]","[41.42, nan, 33.29, 12.8, 19.17]","(-7.7540000000000004, 32.962, 3.351)"
A13B2,1729688013628,"[1, 2, 3, 4, 5]","[nan, nan, nan, 12.87, 19.17]","(-7.7540000000000004, 32.962, 3.351)"
A13B2,1729688014094,"[1, 2, 3, 4, 5]","[41.42, nan, 33.29, nan, 19.1]","(-7.7540000000000004, 32.962, 3.351)"
A13B2,1729688014638,"[1, 2, 3, 4, 5]","[41.42, nan, 33.29, 12.87, 19.17]","(-7.7540000000000004, 32.962, 3.351)"
A13B2,1729688015182,"[1, 2, 3, 4, 5]","[41.49, nan, 33.22, 12.87, 19.17]","(-7.7540000000000004, 32.962, 3.351)"
A13B2,1729688015726,"[1, 2, 3, 4, 5]","[41.49, nan, 33.29, 12.8, 19.1]","(-7.7540000000000004, 32.962, 3.351)"
A13B2,1729688016254,"[1, 2, 3, 4, 5]","[41.42, nan, 33.29, 12.87, nan]","(-7.7540000000000004, 32.962, 3.351)"
A13B2,1729688016893,"[1, 2, 3, 4, 5]","[41.42, 29.34, 33.22, 12.8, 19.17]","(-7.7540000000000004, 32.962, 3.351)"
A13B2,1729688017533,"[1, 2, 3, 4, 5]","[41.49, 29.41, 33.22, 12.87, 19.17]","(-7.7540000000000004, 32.962, 3.351)"
A13B2,1729688018078,"[1, 2, 3, 4, 5]","[41.49, nan, 33.22, 12.87, 19.17]","(-7.7540000000000004, 32.962, 3.351)"
A13B2,1729688018621,"[1, 2, 3, 4, 5]","[41.49, nan, 33.29, 12.87, 19.17]","(-7.7540000000000004, 32.962, 3.351)"
A13B2,1729688019261,"[1, 2, 3, 4, 5]","[41.49, 29.49, 33.29, 12.87, 19.17]","(-7.7540000000000004, 32.962, 3.351)"
A13B2,1729688019805,"[1, 2, 3, 4, 5]","[41.49, nan, 33.22, 12.8, 19.1]","(-7.7540000000000004, 32.962, 3.351)"
A13B2,1729688020350,"[1, 2, 3, 4, 5]","[41.49, nan, 33.29, 12.87, 19.1]","(-7.7540000000000004, 32.962, 3.351)"
A13B2,1729688020893,"[1, 2, 3, 4, 5]","[41.42, nan, 32.05, 12.8, 29.85]","(-7.7540000000000004, 32.962, 3.351)"
A13B2,1729688021532,"[1, 2, 3, 4, 5]","[41.42, 29.41, 33.29, 12.8, 29.78]","(-7.7540000000000004, 32.962, 3.351)"
A13B2,1729688022078,"[1, 2, 3, 4, 5]","[41.42, nan, 33.29, 12.87, 29.85]","(-7.7540000000000004, 32.962, 3.351)"
A13B2,1729688022542,"[1, 2, 3, 4, 5]","[41.42, nan, 33.29, 12.87, nan]","(-7.7540000000000004, 32.962, 3.351)"
A13B2,1729688023005,"[1, 2, 3, 4, 5]","[41.49, nan, 33.22, nan, 29.85]","(-7.7540000000000004, 32.962, 3.351)"
A13B2,1729688023550,"[1, 2, 3, 4, 5]","[41.49, nan, 33.29, 12.8, 29.85]","(-7.7540000000000004, 32.962, 3.351)"
A13B2,1729688024013,"[1, 2, 3, 4, 5]","[41.42, nan, 33.22, nan, 29.85]","(-7.7540000000000004, 32.962, 3.351)"
A13B2,1729688024557,"[1, 2, 3, 4, 5]","[41.49, nan, 33.29, 12.87, 29.85]","(-7.7540000000000004, 32.962, 3.351)"
A13B2,1729688025102,"[1, 2, 3, 4, 5]","[41.49, nan, 33.29, 12.87, 29.78]","(-7.7540000000000004, 32.962, 3.351)"
A13B2,1729688025645,"[1, 2, 3, 4, 5]","[41.42, nan, 33.29, 12.8, 19.17]","(-7.7540000000000004, 32.962, 3.351)"
A13B2,1729688026285,"[1, 2, 3, 4, 5]","[41.42, 29.41, 33.22, 12.87, 19.17]","(-7.7540000000000004, 32.962, 3.351)"
A13B2,1729688026830,"[1, 2, 3, 4, 5]","[41.49, nan, 33.29, 12.87, 19.17]","(-7.7540000000000004, 32.962, 3.351)"
A13B2,1729688027373,"[1, 2, 3, 4, 5]","[41.42, nan, 33.29, 12.95, 29.85]","(-7.7540000000000004, 32.962, 3.351)"
A13B2,1729688027917,"[1, 2, 3, 4, 5]","[41.49, nan, 33.22, 12.87, 29.78]","(-7.7540000000000004, 32.962, 3.351)"
A13B2,1729688028462,"[1, 2, 3, 4, 5]","[41.42, nan, 33.29, 12.8, 29.85]","(-7.7540000000000004, 32.962, 3.351)"
A13B2,1729688029005,"[1, 2, 3, 4, 5]","[nan, 29.41, 33.22, nan, 19.02]","(-7.7540000000000004, 32.962, 3.351)"
A13B2,1729688029549,"[1, 2, 3, 4, 5]","[41.49, nan, 33.29, 12.87, 19.1]","(-7.7540000000000004, 32.962, 3.351)"
A13B2,1729688030013,"[1, 2, 3, 4, 5]","[41.42, nan, 33.29, nan, 29.85]","(-7.7540000000000004, 32.962, 3.351)"
A13B2,1729688030557,"[1, 2, 3, 4, 5]","[41.42, nan, 33.22, 12.87, 29.78]","(-7.7540000000000004, 32.962, 3.351)"
A13B2,1729688031101,"[1, 2, 3, 4, 5]","[41.42, nan, 33.22, 12.87, 29.78]","(-7.7540000000000004, 32.962, 3.351)"
A13B2,1729688031645,"[1, 2, 3, 4, 5]","[41.49, nan, 33.29, 12.8, 19.1]","(-7.7540000000000004, 32.962, 3.351)"
A13B2,1729688032284,"[1, 2, 3, 4, 5]","[41.42, 29.34, 33.22, 12.8, 29.78]","(-7.7540000000000004, 32.962, 3.351)"
A13B2,1729688032749,"[1, 2, 3, 4, 5]","[41.49, nan, 33.22, nan, 19.17]","(-7.7540000000000004, 32.962, 3.351)"
A13B2,1729688033293,"[1, 2, 3, 4, 5]","[41.49, nan, 33.22, 12.87, 29.78]","(-7.7540000000000004, 32.962, 3.351)"
A13B2,1729688033837,"[1, 2, 3, 4, 5]","[42.73, nan, 33.29, 12.87, 19.1]","(-7.7540000000000004, 32.962, 3.351)"
A13B2,1729688034381,"[1, 2, 3, 4, 5]","[41.49, nan, 33.22, 12.87, 29.78]","(-7.7540000000000004, 32.962, 3.351)"
A13B2,1729688034925,"[1, 2, 3, 4, 5]","[41.49, nan, 33.29, 12.87, 29.85]","(-7.7540000000000004, 32.962, 3.351)"
A13B2,1729688035390,"[1, 2, 3, 4, 5]","[41.49, nan, 33.22, 12.87, nan]","(-7.7540000000000004, 32.962, 3.351)"
A13B2,1729688035853,"[1, 2, 3, 4, 5]","[41.49, nan, 33.29, nan, 29.85]","(-7.7540000000000004, 32.962, 3.351)"
A13B2,1729688036493,"[1, 2, 3, 4, 5]","[41.49, 29.34, 33.22, 12.8, 29.85]","(-7.7540000000000004, 32.962, 3.351)"
A13B2,1729688037036,"[1, 2, 3, 4, 5]","[41.49, nan, 33.29, 12.8, 29.85]","(-7.7540000000000004, 32.962, 3.351)"
A13B2,1729688037580,"[1, 2, 3, 4, 5]","[41.49, nan, 33.22, 12.87, 29.85]","(-7.7540000000000004, 32.962, 3.351)"
A13B2,1729688038125,"[1, 2, 3, 4, 5]","[41.49, nan, 33.22, 12.87, 29.85]","(-7.7540000000000004, 32.962, 3.351)"
A13B2,1729688038669,"[1, 2, 3, 4, 5]","[41.42, nan, 33.29, 12.87, 29.85]","(-7.7540000000000004, 32.962, 3.351)"
A13B2,1729688039213,"[1, 2, 3, 4, 5]","[41.49, nan, 33.29, 12.87, 29.85]","(-7.7540000000000004, 32.962, 3.351)"
A13B2,1729688039757,"[1, 2, 3, 4, 5]","[41.42, nan, 33.22, 12.8, 19.17]","(-7.7540000000000004, 32.962, 3.351)"
A13B2,1729688040221,"[1, 2, 3, 4, 5]","[41.42, nan, 33.22, nan, 19.17]","(-7.7540000000000004, 32.962, 3.351)"
A13B2,1729688040765,"[1, 2, 3, 4, 5]","[41.49, nan, 33.29, 12.87, 19.17]","(-7.7540000000000004, 32.962, 3.351)"
A13B2,1729688041405,"[1, 2, 3, 4, 5]","[41.49, 29.41, 33.22, 12.87, 19.17]","(-7.7540000000000004, 32.962, 3.351)"
A13B2,1729688041949,"[1, 2, 3, 4, 5]","[41.49, nan, 33.22, 12.8, 19.17]","(-7.7540000000000004, 32.962, 3.351)"
A13B2,1729688042493,"[1, 2, 3, 4, 5]","[41.49, nan, 33.22, 12.87, 19.17]","(-7.7540000000000004, 32.962, 3.351)"
A13B2,1729688043037,"[1, 2, 3, 4, 5]","[41.42, nan, 33.22, 12.87, 19.24]","(-7.7540000000000004, 32.962, 3.351)"
A13B2,1729688043501,"[1, 2, 3, 4, 5]","[41.42, nan, 33.22, nan, 19.1]","(-7.7540000000000004, 32.962, 3.351)"
A13B2,1729688044045,"[1, 2, 3, 4, 5]","[41.49, nan, 33.29, 12.87, 19.17]","(-7.7540000000000004, 32.962, 3.351)"
A13B2,1729688044589,"[1, 2, 3, 4, 5]","[41.42, nan, 33.22, 17.49, 19.1]","(-7.7540000000000004, 32.962, 3.351)"
A13B2,1729688045133,"[1, 2, 3, 4, 5]","[41.42, nan, 33.22, 12.87, 19.17]","(-7.7540000000000004, 32.962, 3.351)"
A13B2,1729688045677,"[1, 2, 3, 4, 5]","[42.73, nan, 33.22, 12.8, 19.17]","(-7.7540000000000004, 32.962, 3.351)"
A13B2,1729688046221,"[1, 2, 3, 4, 5]","[41.42, nan, 33.22, 12.87, 19.17]","(-7.7540000000000004, 32.962, 3.351)"
A13B2,1729688046765,"[1, 2, 3, 4, 5]","[41.42, nan, 33.29, 12.87, 19.17]","(-7.7540000000000004, 32.962, 3.351)"
A13B2,1729688047309,"[1, 2, 3, 4, 5]","[41.42, nan, 33.29, 12.8, 19.1]","(-7.7540000000000004, 32.962, 3.351)"
A13B2,1729688047774,"[1, 2, 3, 4, 5]","[41.49, nan, 33.37, 12.87, nan]","(-7.7540000000000004, 32.962, 3.351)"
A13B2,1729688048413,"[1, 2, 3, 4, 5]","[41.49, 29.41, 33.22, 12.87, 19.1]","(-7.7540000000000004, 32.962, 3.351)"
A13B2,1729688048877,"[1, 2, 3, 4, 5]","[41.49, nan, 33.22, nan, 19.17]","(-7.7540000000000004, 32.962, 3.351)"
A13B2,1729688049421,"[1, 2, 3, 4, 5]","[41.42, nan, 33.29, 12.87, 29.78]","(-7.7540000000000004, 32.962, 3.351)"
A13B2,1729688049884,"[1, 2, 3, 4, 5]","[41.49, nan, 33.37, nan, 19.17]","(-7.7540000000000004, 32.962, 3.351)"
A13B2,1729688050429,"[1, 2, 3, 4, 5]","[41.49, nan, 33.22, 12.8, 19.17]","(-7.7540000000000004, 32.962, 3.351)"
A13B2,1729688050893,"[1, 2, 3, 4, 5]","[41.42, nan, 33.29, nan, 19.17]","(-7.7540000000000004, 32.962, 3.351)"
A13B2,1729688051437,"[1, 2, 3, 4, 5]","[41.49, nan, 33.29, 12.8, 19.17]","(-7.7540000000000004, 32.962, 3.351)"
A13B2,1729688051901,"[1, 2, 3, 4, 5]","[41.49, nan, 33.37, nan, 19.17]","(-7.7540000000000004, 32.962, 3.351)"
A13B2,1729688052540,"[1, 2, 3, 4, 5]","[41.42, 29.41, 33.29, 12.87, 19.17]","(-7.7540000000000004, 32.962, 3.351)"
A13B2,1729688053180,"[1, 2, 3, 4, 5]","[41.49, 29.41, 33.29, 12.87, 19.24]","(-7.7540000000000004, 32.962, 3.351)"
A13B2,1729688053614,"[1, 2, 3, 4, 5]","[nan, nan, nan, 12.95, nan]","(-7.7540000000000004, 32.962, 3.351)"
A13B2,1729688054078,"[1, 2, 3, 4, 5]","[41.49, nan, 33.22, 12.87, nan]","(-7.7540000000000004, 32.962, 3.351)"
A13B2,1729688054621,"[1, 2, 3, 4, 5]","[41.49, nan, 33.29, 12.87, 19.17]","(-7.7540000000000004, 32.962, 3.351)"
A13B2,1729688055165,"[1, 2, 3, 4, 5]","[41.42, nan, 33.29, 12.87, 19.17]","(-7.7540000000000004, 32.962, 3.351)"
A13B2,1729688055708,"[1, 2, 3, 4, 5]","[41.42, nan, 33.29, 12.87, 19.17]","(-7.7540000000000004, 32.962, 3.351)"
A13B2,1729688056158,"[1, 2, 3, 4, 5]","[42.81, nan, 33.22, nan, nan]","(-7.7540000000000004, 32.962, 3.351)"
A13B2,1729688056621,"[1, 2, 3, 4, 5]","[41.42, nan, 33.29, 12.87, nan]","(-7.7540000000000004, 32.962, 3.351)"
A13B2,1729688057165,"[1, 2, 3, 4, 5]","[41.42, nan, 33.29, 12.8, 19.1]","(-7.7540000000000004, 32.962, 3.351)"
A13B2,1729688057708,"[1, 2, 3, 4, 5]","[41.42, nan, 33.29, 12.8, 19.1]","(-7.7540000000000004, 32.962, 3.351)"
A13B2,1729688058253,"[1, 2, 3, 4, 5]","[42.73, nan, 33.29, 12.87, 19.1]","(-7.7540000000000004, 32.962, 3.351)"
A13B2,1729688058813,"[1, 2, 3, 4, 5]","[41.42, 29.49, nan, 12.87, 29.85]","(-7.7540000000000004, 32.962, 3.351)"
A13B2,1729688059356,"[1, 2, 3, 4, 5]","[41.49, nan, 33.29, 12.87, 19.1]","(-7.7540000000000004, 32.962, 3.351)"
A13B2,1729688059901,"[1, 2, 3, 4, 5]","[41.42, nan, 33.29, 12.87, 19.1]","(-7.7540000000000004, 32.962, 3.351)"
A13B2,1729688060444,"[1, 2, 3, 4, 5]","[41.42, nan, 33.22, 12.87, 19.1]","(-7.7540000000000004, 32.962, 3.351)"
A13B2,1729688060988,"[1, 2, 3, 4, 5]","[41.49, nan, 33.22, 12.87, 19.1]","(-7.7540000000000004, 32.962, 3.351)"
A13B2,1729688061533,"[1, 2, 3, 4, 5]","[41.49, nan, 33.22, 12.87, 29.85]","(-7.7540000000000004, 32.962, 3.351)"
A13B2,1729688061997,"[1, 2, 3, 4, 5]","[41.49, nan, 33.29, 12.87, nan]","(-7.7540000000000004, 32.962, 3.351)"
A13B2,1729688062460,"[1, 2, 3, 4, 5]","[41.49, nan, 33.29, nan, 19.17]","(-7.7540000000000004, 32.962, 3.351)"
A13B2,1729688063004,"[1, 2, 3, 4, 5]","[41.49, nan, 33.29, 12.8, 19.17]","(-7.7540000000000004, 32.962, 3.351)"
A13B2,1729688063549,"[1, 2, 3, 4, 5]","[41.49, nan, 33.29, 12.8, 19.1]","(-7.7540000000000004, 32.962, 3.351)"
A13B2,1729688064091,"[1, 2, 3, 4, 5]","[41.49, nan, 33.22, 12.8, 19.1]","(-7.7540000000000004, 32.962, 3.351)"
A13B2,1729688064636,"[1, 2, 3, 4, 5]","[41.49, nan, 33.29, 12.87, 19.17]","(-7.7540000000000004, 32.962, 3.351)"
A13B2,1729688065276,"[1, 2, 3, 4, 5]","[41.42, 29.34, 33.22, 12.87, 19.1]","(-7.7540000000000004, 32.962, 3.351)"
A13B2,1729688065741,"[1, 2, 3, 4, 5]","[41.49, nan, 33.29, 12.87, nan]","(-7.7540000000000004, 32.962, 3.351)"
A13B2,1729688066253,"[1, 2, 3, 4, 5]","[nan, nan, nan, 12.8, 19.17]","(-7.7540000000000004, 32.962, 3.351)"
A13B2,1729688066717,"[1, 2, 3, 4, 5]","[41.49, nan, 33.37, nan, 29.85]","(-7.7540000000000004, 32.962, 3.351)"
A13B2,1729688067356,"[1, 2, 3, 4, 5]","[41.42, 29.34, 33.22, 12.87, 19.17]","(-7.7540000000000004, 32.962, 3.351)"
A13B2,1729688067821,"[1, 2, 3, 4, 5]","[41.49, nan, 33.29, nan, 29.85]","(-7.7540000000000004, 32.962, 3.351)"
A13B2,1729688068364,"[1, 2, 3, 4, 5]","[41.42, nan, 33.29, 12.87, 29.85]","(-7.7540000000000004, 32.962, 3.351)"
A13B2,1729688068828,"[1, 2, 3, 4, 5]","[41.49, nan, 33.29, nan, 29.85]","(-7.7540000000000004, 32.962, 3.351)"
A13B2,1729688069372,"[1, 2, 3, 4, 5]","[41.42, nan, 33.29, 12.87, 19.17]","(-7.7540000000000004, 32.962, 3.351)"
A13B2,1729688069836,"[1, 2, 3, 4, 5]","[41.42, nan, 33.29, nan, 19.1]","(-7.7540000000000004, 32.962, 3.351)"
A13B2,1729688070380,"[1, 2, 3, 4, 5]","[41.42, nan, 33.29, 12.87, 19.17]","(-7.7540000000000004, 32.962, 3.351)"
A13B2,1729688070925,"[1, 2, 3, 4, 5]","[41.49, nan, 33.29, 12.87, 29.85]","(-7.7540000000000004, 32.962, 3.351)"
A13B2,1729688071468,"[1, 2, 3, 4, 5]","[41.42, nan, 33.29, 12.87, 19.17]","(-7.7540000000000004, 32.962, 3.351)"
