Unix_Timestamp,Messung,AP1,AP2,AP3,AP4,AP5,AP6
1729686293874,1,50.691,26.566,36.136,23.007,10.152,6.656
1729686294645,1,50.578,26.722,36.003,22.546,10.367,6.714
1729686295414,1,50.96,26.621,35.945,23.308,10.187,6.734
1729686296174,1,50.55,26.367,36.3,21.851,10.125,6.875
1729686296938,1,50.23,26.57,37.445,22.191,10.386,6.667
1729686297698,1,50.261,26.878,36.66,21.925,10.367,6.824
1729686298457,1,50.531,26.71,36.078,21.406,10.132,6.562
1729686299219,1,50.179,26.445,36.902,22.339,10.417,6.824
1729686299986,1,50.398,26.492,36.66,21.843,10.277,6.699
1729686300752,1,50.277,26.562,36.523,21.41,10.351,6.781
1729686301519,1,50.652,26.246,37.039,21.367,10.371,6.808
1729686302282,1,50.589,26.339,37.535,21.707,10.386,6.699
1729686303050,1,50.453,26.371,37.164,21.714,10.23,6.742
1729686303811,1,50.304,26.296,36.445,21.753,10.296,6.878
1729686304573,1,50.214,26.277,inf,22.246,10.285,6.578
1729686305328,1,49.882,26.367,36.07,21.109,10.312,6.5
1729686306097,1,50.496,26.425,37.281,21.957,10.324,6.488
1729686306864,1,50.863,26.277,37.468,20.687,10.14,6.55
1729686307638,1,50.539,26.171,36.761,20.703,10.132,6.773
1729686308391,1,50.187,26.589,36.367,21.441,10.375,6.621
1729686309157,1,50.039,26.5,34.832,20.945,10.363,6.761
1729686309921,1,50.605,26.035,34.687,21.207,10.457,6.609
1729686310704,1,50.48,26.238,36.382,21.937,10.222,6.851
1729686311471,1,50.296,26.191,33.722,22.21,10.246,7.05
1729686312321,1,50.351,26.644,33.128,21.355,10.421,6.683
1729686313084,1,49.421,26.05,35.593,21.191,10.359,6.687
1729686313848,1,49.875,26.46,35.644,21.156,10.312,6.808
1729686314593,1,48.832,26.492,36.199,20.968,10.328,6.82
