Unix_Timestamp,Messung,AP1,AP2,AP3,AP4,AP5,AP6
1729687515769,6,45.105,33.351,37.167,13.171,11.765,1.296
1729687516534,6,44.91,33.578,37.015,13.433,11.695,1.292
1729687517296,6,44.656,33.066,37.128,13.21,11.773,1.355
1729687518062,6,44.531,33.632,36.792,13.21,11.625,1.375
1729687518831,6,44.718,33.683,37.167,13.378,11.777,1.457
1729687519601,6,44.539,33.515,37.289,13.062,11.609,1.449
1729687520361,6,44.597,33.23,37.328,13.093,11.789,1.402
1729687521126,6,44.832,33.277,37.417,13.464,11.519,1.574
1729687521883,6,44.695,32.953,37.66,13.296,11.644,1.359
1729687522642,6,44.492,33.722,37.371,13.378,11.718,1.3
1729687523402,6,43.753,33.519,37.5,13.355,11.683,1.378
1729687524164,6,44.843,33.554,36.925,13.242,11.636,1.441
1729687524927,6,44.601,33.609,37.246,13.183,11.675,1.449
1729687525687,6,44.746,32.96,36.355,13.226,11.66,1.441
1729687526453,6,44.66,33.449,37.132,13.156,11.617,1.296
1729687527215,6,44.828,33.414,37.05,13.398,11.75,1.402
1729687527958,6,44.832,33.074,37.117,13.156,inf,1.363
1729687528713,6,45.156,34.531,37.082,13.273,11.808,1.378
1729687529482,6,45.117,34.882,37.148,13.394,11.742,1.433
1729687530228,6,43.812,32.335,37.0,13.48,11.515,1.375
1729687531034,6,46.468,33.218,37.71,13.187,11.781,1.542
1729687531802,6,44.136,35.3,33.394,13.16,11.625,1.414
1729687532570,6,44.683,34.617,37.796,13.199,11.773,1.636
1729687533326,6,43.886,32.589,37.164,13.226,11.671,1.511
1729687534193,6,45.039,32.89,37.785,13.238,11.8,1.445
1729687534966,6,45.757,33.437,37.609,13.132,11.761,1.562
1729687535727,6,45.304,34.753,37.175,13.304,11.691,1.132
1729687536489,6,44.96,33.898,37.96,13.207,11.691,1.32
1729687537358,6,44.289,33.843,37.445,13.265,11.539,1.414
1729687538124,6,44.632,33.73,36.714,13.312,11.828,1.253
1729687538899,6,44.281,33.894,36.761,13.191,11.792,1.351
1729687539656,6,44.597,34.312,36.847,13.386,11.703,1.207
1729687540461,6,44.742,33.511,36.871,13.394,11.683,1.386
1729687541225,6,44.773,33.675,33.445,13.128,11.652,1.328
1729687541974,6,44.789,33.808,36.91,13.328,11.613,1.414
1729687542742,6,44.269,33.41,36.968,13.203,11.636,1.164
1729687543523,6,44.238,33.519,36.847,13.199,11.609,1.425
1729687544290,6,45.003,33.941,36.886,13.281,11.632,1.355
1729687545059,6,43.835,33.351,36.105,13.113,11.804,1.113
1729687545818,6,44.605,33.746,37.175,13.363,inf,1.386
1729687546615,6,44.281,33.558,37.191,13.402,11.718,1.562
1729687547378,6,43.921,33.191,37.183,13.265,11.515,1.359
1729687548150,6,44.109,33.441,37.101,13.187,11.773,1.32
1729687548919,6,44.199,33.546,37.21,13.292,11.835,1.269
1729687549753,6,44.601,33.941,37.484,13.375,11.687,1.324
1729687550522,6,44.421,33.582,37.171,13.402,11.781,1.332
1729687551284,6,44.82,33.746,37.257,13.417,11.734,1.222
1729687552051,6,44.347,33.941,33.48,13.16,11.718,1.398
1729687552888,6,44.589,33.71,37.054,13.296,11.726,1.437
1729687553646,6,44.242,inf,39.167,13.332,11.718,1.218
1729687554389,6,44.761,33.496,36.777,13.191,11.609,1.48
1729687555155,6,44.722,33.437,37.496,13.273,11.8,1.386
1729687555918,6,44.445,33.21,36.417,13.242,11.71,1.445
1729687556672,6,44.378,33.199,37.175,13.308,11.773,1.367
1729687557438,6,44.25,33.222,37.664,13.058,11.636,1.46
1729687558179,6,44.125,33.644,33.812,13.261,inf,1.511
1729687558937,6,44.378,33.531,37.308,13.101,11.699,1.359
1729687559695,6,44.281,33.375,37.23,13.382,inf,1.414
1729687560441,6,44.269,33.5,37.343,13.199,11.746,1.406
1729687561217,6,44.222,33.535,37.207,13.257,11.613,1.406
1729687561986,6,44.05,33.492,37.105,13.152,11.8,1.324
1729687562746,6,44.242,33.554,37.136,13.167,11.648,1.355
1729687563513,6,44.109,33.542,37.113,13.312,11.714,1.351
1729687564267,6,44.05,33.66,33.347,13.187,11.636,1.351
1729687565026,6,44.394,34.14,37.312,13.324,inf,1.328
1729687565783,6,44.757,33.894,37.32,13.269,11.628,1.382
1729687566545,6,44.281,33.562,36.804,13.363,11.515,1.273
1729687567311,6,44.55,33.816,39.515,13.3,11.527,1.554
1729687568080,6,44.871,34.703,38.367,13.199,inf,1.343
1729687568839,6,45.359,33.882,38.425,13.226,11.609,1.335
1729687569598,6,44.226,33.882,40.218,13.328,11.652,1.437
1729687570350,6,44.558,33.878,39.46,inf,11.417,1.32
1729687571112,6,44.203,34.148,39.648,13.218,11.527,1.324
1729687571874,6,43.21,33.691,40.843,13.421,11.464,1.3
1729687572640,6,44.687,33.746,40.449,13.394,11.644,1.351
1729687573406,6,44.785,33.742,40.562,13.273,11.753,1.328
1729687574177,6,44.214,33.859,40.835,13.292,11.507,1.304
1729687574995,6,44.375,33.714,39.777,13.41,11.593,1.539
1729687575763,6,44.171,33.761,40.285,13.445,11.57,1.195
1729687576534,6,44.156,33.488,35.445,13.261,11.699,1.324
1729687577300,6,44.386,33.535,36.968,13.351,11.531,1.507
1729687578157,6,43.492,33.144,38.269,13.121,11.902,1.449
1729687578921,6,50.246,36.195,34.597,13.402,11.597,1.312
1729687579788,6,49.503,31.164,39.589,13.523,11.375,1.25
1729687580549,6,41.445,46.957,29.492,13.82,11.57,1.382
1729687581402,6,42.371,30.042,27.683,12.21,14.066,0.843
1729687582156,6,42.042,27.398,27.046,13.289,12.972,1.511
1729687582902,6,40.632,30.222,27.371,13.476,15.402,1.218
1729687678283,7,43.531,24.792,24.906,9.636,10.906,6.664
1729687679075,7,44.324,25.55,24.785,9.558,11.218,6.937
1729687679830,7,43.605,24.503,25.07,9.488,11.621,6.554
1729687680571,7,43.933,25.41,25.343,9.527,inf,7.765
1729687681338,7,43.578,24.457,25.027,9.585,11.539,10.41
1729687682123,7,43.41,25.05,25.097,9.605,11.839,12.828
1729687682888,7,43.554,24.71,25.14,9.609,11.265,9.417
1729687683660,7,43.714,24.558,25.054,9.582,10.511,10.105
1729687684415,7,43.98,24.746,25.109,9.621,10.5,9.917
1729687685165,7,43.558,24.859,24.718,9.402,inf,8.5
1729687685934,7,43.125,24.804,25.257,9.48,10.894,6.785
1729687686700,7,43.175,24.808,25.093,9.511,11.011,6.214
1729687687482,7,43.492,25.21,24.937,9.351,12.058,6.386
1729687688317,7,43.156,25.027,25.355,9.613,inf,6.882
1729687689083,7,43.175,24.792,25.132,9.507,11.64,6.902
1729687689854,7,43.156,24.914,25.054,9.589,11.281,6.847
1729687690608,7,43.117,24.882,25.316,9.523,11.417,6.683
1729687691369,7,43.011,24.945,25.16,9.652,11.128,7.187
1729687692122,7,43.125,24.851,25.332,9.648,10.804,8.074
1729687692891,7,43.41,25.136,25.089,9.71,11.14,9.921
1729687693654,7,43.421,24.66,25.621,9.257,11.16,9.003
1729687694420,7,43.207,25.242,24.367,9.492,10.671,8.777
1729687695181,7,43.167,25.015,24.148,9.746,11.097,8.781
1729687695950,7,43.371,25.05,24.5,9.503,10.519,18.156
1729687696702,7,43.402,24.71,24.179,8.992,inf,6.371
1729687697467,7,43.382,24.8,23.441,9.269,10.554,6.726
1729687698232,7,43.363,24.839,25.796,9.664,10.765,6.21
1729687699000,7,43.363,24.578,24.222,9.195,inf,7.433
1729687699760,7,43.296,24.417,25.156,9.238,11.218,6.609
1729687700533,7,43.312,24.523,25.324,9.46,10.406,8.246
1729687701298,7,43.5,25.105,25.605,9.511,10.265,8.39
1729687702065,7,43.335,24.636,26.253,9.636,10.554,7.718
1729687702828,7,43.593,24.601,26.171,9.41,10.98,7.289
1729687703580,7,43.5,24.273,26.121,9.656,10.566,7.046
1729687704359,7,43.394,24.589,26.011,9.386,10.261,7.566
1729687705132,7,43.601,24.777,26.25,9.57,10.96,7.351
1729687705891,7,43.488,24.605,25.64,9.089,10.703,7.746
1729687706651,7,43.375,24.632,25.921,9.503,inf,8.101
1729687707403,7,43.363,24.578,26.187,9.367,10.832,7.816
1729687708248,7,43.41,24.585,25.996,9.16,10.496,8.687
1729687709008,7,43.269,24.554,25.925,9.269,10.488,7.718
1729687709774,7,43.468,24.554,26.085,9.261,10.734,8.187
1729687710539,7,43.406,24.515,26.042,9.222,10.718,8.417
1729687711305,7,43.394,24.48,25.925,9.214,10.722,7.855
1729687712069,7,43.39,24.523,26.054,9.468,10.71,8.027
1729687712833,7,43.429,24.468,26.015,9.593,10.687,7.949
1729687713597,7,43.488,24.621,26.25,9.789,10.82,7.859
1729687714360,7,43.472,24.773,26.136,9.761,10.789,7.742
1729687715134,7,43.425,24.738,26.039,9.246,10.613,7.722
1729687715887,7,43.335,24.648,26.16,9.511,10.839,7.558
1729687716648,7,43.437,24.5,25.859,9.339,10.761,8.734
1729687717417,7,43.519,24.57,25.871,9.23,10.746,8.152
1729687718184,7,43.476,24.66,26.093,9.48,10.82,7.601
1729687718935,7,43.253,24.789,26.074,9.621,inf,7.742
1729687719707,7,43.367,24.593,26.0,9.835,10.761,7.484
1729687720550,7,43.535,24.707,26.175,9.601,10.757,7.636
1729687721316,7,43.281,24.597,26.113,9.757,10.835,7.789
1729687722089,7,43.515,24.472,25.945,9.648,10.82,7.636
1729687722853,7,43.339,24.519,26.023,9.582,10.64,7.574
1729687723604,7,43.382,24.351,26.074,9.734,10.753,7.777
1729687724353,7,43.433,24.742,26.308,9.66,10.664,7.347
1729687725114,7,43.457,24.535,25.949,9.476,10.828,7.519
1729687725864,7,43.351,24.636,26.05,9.691,10.683,6.988
1729687726630,7,43.433,24.515,26.203,9.617,10.57,7.503
1729687727395,7,43.488,24.722,26.066,9.48,10.582,8.027
1729687728153,7,43.324,24.613,25.863,9.519,10.703,7.804
1729687728919,7,43.246,24.511,26.121,9.605,10.691,7.492
1729687729690,7,43.296,24.699,26.039,9.617,10.566,7.824
1729687730455,7,43.257,24.597,26.171,9.703,10.691,7.742
1729687731227,7,43.308,24.769,26.183,9.527,10.695,8.152
1729687731978,7,43.507,24.722,26.207,9.726,10.832,7.816
1729687732747,7,43.488,24.562,25.867,9.742,10.718,7.21
1729687733510,7,43.339,24.503,25.976,9.679,10.566,7.031
1729687734253,7,43.339,24.523,26.226,9.542,10.734,7.804
1729687735015,7,43.417,24.566,25.851,9.347,10.578,7.769
1729687735787,7,43.621,24.585,26.117,9.71,10.578,7.718
1729687736548,7,43.39,24.89,26.335,9.425,inf,7.171
1729687737317,7,43.398,24.683,26.25,9.55,10.675,7.785
1729687738115,7,43.453,24.878,26.273,9.511,10.746,8.292
1729687738889,7,43.351,24.925,26.003,9.191,10.718,7.933
1729687739655,7,43.535,24.859,26.156,9.07,10.585,7.847
1729687740426,7,43.421,24.753,26.316,9.394,10.683,7.816
1729687741200,7,43.402,24.808,26.203,9.417,10.746,8.152
1729687741966,7,43.464,24.457,26.003,9.3,10.671,7.226
1729687742720,7,43.449,24.609,26.457,9.218,10.527,7.324
1729687743476,7,43.425,24.628,26.238,9.402,10.46,8.167
1729687744343,7,43.398,24.601,26.128,9.343,10.742,7.5
1729687745116,7,43.46,24.781,26.07,9.25,10.488,7.597
1729687745887,7,43.472,24.859,25.851,9.437,10.523,7.671
1729687746645,7,43.386,24.679,25.894,9.402,10.738,inf
1729687747504,7,43.519,24.515,26.019,9.429,10.433,7.714
1729687748358,7,43.531,24.613,26.464,9.257,10.906,9.421
1729687749130,7,43.46,24.898,25.722,9.457,10.562,10.601
1729687749909,7,43.476,24.683,25.695,9.32,10.578,6.675
1729687750667,7,43.3,24.656,25.777,9.558,10.421,7.472
1729687751439,7,inf,24.503,25.812,9.515,10.539,7.718
1729687752204,7,43.554,24.601,25.859,9.445,10.984,8.117
1729687752979,7,43.46,24.667,25.871,9.437,10.847,7.945
1729687753771,7,43.328,24.515,25.839,9.558,10.429,7.929
1729687754534,7,43.66,24.812,26.265,9.398,10.41,7.265
1729687755387,7,43.519,24.71,25.785,9.324,10.578,7.949
1729687756144,7,43.312,24.679,25.828,9.441,inf,8.031
1729687756902,7,43.73,24.675,25.652,9.367,10.589,7.593
1729687757680,7,43.437,24.703,25.71,9.421,10.597,8.046
1729687758420,7,43.542,24.64,26.0,9.238,10.73,7.976
1729687759232,7,43.48,24.527,26.046,inf,10.402,7.835
1729687759948,7,43.375,24.562,26.015,9.527,10.421,8.003
1729687760708,7,43.296,25.113,25.89,9.578,10.57,7.832
1729687761461,7,43.207,25.46,25.789,9.632,10.691,7.55
1729687762314,7,43.539,24.644,25.792,9.335,10.566,7.667
1729687763103,7,43.375,24.769,25.812,9.437,10.796,7.371
1729687763880,7,43.621,24.843,25.914,9.406,10.847,7.441
1729687764650,7,43.394,24.652,25.847,9.417,10.562,8.48
1729687765413,7,43.32,24.652,25.882,9.359,10.789,8.613
1729687766230,7,43.367,24.89,26.074,9.257,10.363,8.21
1729687767007,7,43.492,24.632,26.027,9.402,10.683,9.035
1729687767764,7,43.55,24.738,25.89,9.457,10.781,8.066
1729687768546,7,43.394,24.589,25.714,9.39,10.546,7.367
1729687769364,7,43.496,24.855,25.929,9.531,10.667,8.062
1729687770119,7,43.238,24.667,25.777,9.41,11.0,7.625
1729687770894,7,43.296,24.613,25.753,9.41,10.921,8.207
1729687771676,7,43.429,24.414,25.738,9.402,10.683,6.644
1729687772524,7,43.417,24.464,25.746,9.464,10.687,8.074
1729687773282,7,43.347,24.679,26.519,9.339,10.589,7.089
1729687774043,7,43.308,24.792,25.871,9.425,10.304,6.085
1729687774809,7,43.417,24.785,25.902,9.203,10.765,4.89
1729687775684,7,43.234,25.355,24.75,8.64,10.777,10.324
1729687776456,7,43.441,24.437,24.667,9.699,10.671,7.64
1729687777220,7,43.343,24.613,26.507,9.292,10.785,7.566
1729687778074,7,43.371,24.558,25.777,9.464,10.488,7.23
1729687778834,7,43.417,24.675,26.125,9.578,10.96,6.652
1729687779602,7,43.332,24.746,25.863,9.351,10.796,7.277
1729687780378,7,43.335,24.847,26.101,9.636,10.687,7.234
1729687781148,7,43.32,24.902,26.105,9.371,inf,7.871
1729687781939,7,43.32,24.371,26.003,9.371,10.343,7.628
1729687782700,7,43.468,24.765,26.074,9.601,10.519,7.433
1729687783460,7,43.472,24.644,26.121,9.66,10.46,7.273
1729687784220,7,43.578,24.605,25.765,9.378,10.617,7.128
1729687785097,7,43.671,24.695,26.199,9.425,10.839,8.164
1729687785862,7,43.449,24.753,25.585,9.488,10.492,8.363
1729687786628,7,43.441,24.796,25.882,9.871,11.054,7.667
1729687787390,7,43.035,24.605,25.871,9.437,10.558,7.386
1729687788263,7,43.07,24.835,25.718,9.742,10.476,8.234
1729687789065,7,43.414,24.703,26.292,9.21,10.406,7.769
1729687789812,7,43.457,24.687,26.183,9.75,10.578,7.011
1729687790568,7,43.519,24.757,26.05,9.609,10.578,7.562
1729687791398,7,43.261,24.984,25.886,9.777,10.628,7.8
1729687792167,7,43.332,24.816,25.937,9.91,10.421,inf
1729687792931,7,43.5,24.714,26.335,9.527,10.566,6.894
1729687793694,7,43.269,24.656,26.148,9.585,10.738,6.917
1729687794584,7,43.621,24.703,25.808,9.343,11.031,7.39
1729687795344,7,43.472,24.476,26.074,9.574,10.957,5.8
1729687796131,7,43.542,24.347,26.246,9.707,inf,6.507
1729687796903,7,43.539,24.667,25.601,9.48,11.031,6.3
1729687797729,7,43.382,24.664,25.875,9.148,11.011,7.535
1729687798497,7,43.457,24.636,25.667,9.625,11.105,7.316
1729687799266,7,43.507,24.718,26.726,9.558,10.875,7.347
1729687800026,7,43.632,24.66,25.804,9.234,10.949,6.656
1729687800893,7,43.183,24.55,25.941,9.375,10.796,6.847
1729687801669,7,43.515,24.699,26.035,9.628,10.554,6.765
1729687802437,7,43.285,24.691,26.152,9.476,10.773,7.585
1729687803198,7,43.382,24.679,25.878,9.433,10.984,8.097
1729687804068,7,43.355,24.656,26.109,9.57,10.609,7.71
1729687804842,7,43.203,24.511,25.714,9.589,10.449,8.789
1729687805622,7,43.437,24.601,25.929,9.328,10.464,9.097
1729687806386,7,43.296,24.441,26.113,9.382,10.585,7.66
1729687807216,7,43.632,24.73,26.289,9.687,10.714,7.421
1729687807987,7,43.277,24.703,25.843,9.511,inf,8.703
1729687808752,7,43.519,24.55,25.761,9.351,10.628,7.273
1729687809534,7,43.585,24.765,26.117,9.644,10.851,7.531
1729687810384,7,43.351,24.675,26.0,9.593,10.503,7.406
1729687811148,7,43.57,24.5,26.136,9.5,10.722,7.449
1729687811929,7,43.382,24.558,26.203,9.644,10.605,7.41
1729687812696,7,43.484,24.582,25.8,9.617,10.816,7.625
1729687813528,7,43.371,24.648,25.875,9.64,10.582,7.55
1729687814290,7,43.398,24.64,26.054,9.468,10.824,7.683
1729687815060,7,43.453,24.726,26.027,9.324,10.75,7.656
1729687815821,7,43.234,24.703,25.98,9.531,9.917,7.582
1729687816685,7,43.332,24.351,25.855,9.578,10.503,7.41
1729687817455,7,43.371,24.585,25.878,9.55,inf,7.531
1729687818215,7,43.328,24.574,25.96,9.593,10.785,7.507
1729687818997,7,43.574,24.468,26.308,9.437,10.246,7.597
1729687819862,7,43.484,24.757,26.078,9.328,11.093,7.71
1729687820640,7,43.355,24.414,25.921,9.441,11.91,7.437
1729687821407,7,43.277,24.632,26.132,9.566,10.304,8.031
1729687822170,7,43.203,24.527,25.781,9.671,10.304,7.343
1729687823020,7,43.371,24.617,25.871,9.648,10.417,7.765
1729687823789,7,43.464,24.558,26.031,9.414,10.582,7.769
1729687824560,7,43.609,24.632,26.082,9.585,10.894,7.8
1729687825335,7,43.347,24.632,26.285,9.546,10.492,7.656
1729687826195,7,43.359,24.648,26.335,9.449,10.382,7.714
1729687826968,7,43.609,24.718,26.148,9.519,10.191,7.753
1729687827734,7,43.394,24.914,26.218,9.57,10.214,7.765
1729687828506,7,43.652,24.484,26.015,9.445,10.886,7.281
1729687829348,7,43.453,24.75,26.324,9.71,10.835,7.636
1729687830129,7,43.457,24.777,26.128,9.515,10.773,6.789
1729687830897,7,43.535,24.757,26.273,9.503,10.769,7.953
1729687831671,7,43.519,24.625,26.148,9.699,10.601,7.542
1729687832516,7,43.539,24.437,25.855,9.746,10.449,7.371
1729687833290,7,43.429,24.335,25.492,9.699,10.656,7.792
1729687834060,7,43.375,24.503,26.003,9.687,10.667,7.5
1729687834824,7,43.41,24.757,26.015,9.742,10.628,7.316
1729687835700,7,43.429,24.816,26.011,9.55,10.585,7.218
1729687836465,7,43.582,24.425,25.953,9.652,10.699,8.062
1729687837229,7,43.414,24.644,25.687,9.73,inf,7.906
1729687838089,7,43.582,24.648,25.73,9.562,10.613,6.542
1729687838844,7,43.347,24.546,26.05,9.57,10.519,8.453
1729687839616,7,43.382,24.527,26.058,9.484,10.593,7.242
1729687840388,7,43.375,24.773,25.855,9.511,10.218,7.695
1729687841162,7,43.515,24.589,25.835,9.648,10.667,7.496
1729687841949,7,43.597,24.898,26.066,9.488,10.656,7.238
1729687842706,7,43.449,24.601,26.054,9.57,inf,7.238
1729687843439,7,43.433,24.535,26.347,9.539,10.671,8.179
1729687844212,7,43.429,24.488,26.292,9.617,10.273,7.421
1729687845025,7,43.531,24.835,26.292,9.453,10.632,7.453
1729687845795,7,43.386,24.753,25.875,9.492,10.5,7.816
1729687846563,7,43.265,25.05,25.703,9.542,10.781,7.878
1729687847336,7,43.32,24.554,25.984,9.617,10.41,9.695
1729687848129,7,43.687,24.57,25.734,9.515,10.679,7.617
1729687848902,7,43.359,24.812,25.66,9.746,10.675,7.195
1729687849669,7,43.531,24.812,25.593,9.394,10.722,6.468
1729687850429,7,43.332,24.667,25.816,9.867,11.667,6.253
1729687851191,7,43.71,24.769,25.574,9.765,10.542,6.855
1729687851972,7,43.636,24.761,25.378,9.671,10.562,6.785
1729687852737,7,42.851,24.527,26.066,9.75,10.964,7.015
1729687853495,7,43.214,24.523,25.98,9.617,10.585,6.808
1729687854346,7,43.097,25.25,25.078,9.535,10.589,7.019
1729687855115,7,43.378,24.941,26.351,9.441,10.664,5.703
1729687855889,7,43.64,24.914,23.726,9.277,10.652,7.832
1729687856659,7,43.253,24.714,24.695,9.964,10.394,5.531
1729687857496,7,43.875,25.097,25.644,9.441,inf,5.839
1729687858259,7,44.042,24.89,24.48,9.214,10.574,6.277
1729687859064,7,43.527,24.753,24.273,9.695,10.324,9.621
1729687859831,7,43.878,24.921,25.785,9.472,10.574,8.054
1729687860656,7,43.609,24.585,26.996,9.332,10.566,7.48
1729687861419,7,43.984,26.273,25.859,9.656,10.703,17.812
1729687862180,7,43.41,25.359,25.515,9.488,12.351,7.859
1729687862947,7,44.109,25.066,25.718,9.722,10.585,7.339
1729687863773,7,40.125,24.128,25.777,9.242,12.339,7.085
1729687864542,7,46.109,30.363,22.867,8.449,12.539,3.617
1729687865262,7,37.929,27.726,22.628,10.511,12.453,inf
1729687866017,7,36.484,25.753,24.117,9.621,12.761,3.769
1729687944388,8,44.496,31.558,30.519,9.5,20.261,3.558
1729687945139,8,52.703,33.343,27.777,8.988,15.082,3.21
1729687945969,8,53.621,33.171,27.968,9.48,16.16,3.07
1729687946720,8,53.847,31.582,29.328,9.523,18.261,2.875
1729687947462,8,50.683,41.628,27.855,9.757,16.839,3.136
1729687948300,8,45.23,31.351,31.605,9.46,19.476,3.093
1729687949116,8,53.066,32.07,27.222,9.312,inf,3.113
1729687949858,8,44.835,34.437,27.046,9.16,15.144,3.042
1729687950624,8,57.289,37.707,30.003,9.156,26.976,3.054
1729687951383,8,42.675,31.476,29.234,9.523,15.757,3.23
1729687952145,8,53.914,31.324,26.507,9.664,15.457,3.253
1729687952897,8,46.945,31.984,27.8,9.644,15.628,3.3
1729687953667,8,54.601,31.289,31.167,9.66,16.234,3.125
1729687954424,8,51.042,31.55,28.078,9.75,17.054,2.964
1729687955192,8,53.324,32.05,31.812,9.968,17.16,2.957
1729687955939,8,54.089,32.96,27.824,9.527,18.648,3.101
1729687956685,8,52.535,33.546,31.058,9.269,15.976,3.125
1729687957446,8,51.925,31.863,31.972,9.578,16.457,3.316
1729687958210,8,52.761,inf,26.871,9.261,16.503,3.074
1729687958968,8,55.218,32.16,27.347,9.16,16.074,3.183
1729687959724,8,54.511,31.917,27.66,9.234,17.703,2.96
1729687960472,8,54.136,32.082,27.835,9.171,15.492,2.66
1729687961244,8,54.359,32.8,28.113,9.292,15.515,2.402
1729687961993,8,53.738,32.593,27.714,9.203,15.707,2.902
1729687962751,8,49.441,32.453,29.773,9.265,inf,3.207
1729687963511,8,54.21,31.64,29.179,9.171,15.152,2.66
1729687964284,8,54.523,31.976,27.675,9.32,15.558,2.722
1729687965029,8,54.304,32.054,28.148,9.339,15.269,2.867
1729687965795,8,52.976,31.937,28.777,9.199,15.347,2.714
1729687966541,8,53.828,32.074,27.847,9.421,inf,2.812
1729687967302,8,53.41,31.804,27.148,9.257,15.519,2.765
1729687968104,8,54.667,31.734,29.277,9.316,15.375,2.847
1729687968854,8,52.808,inf,28.109,9.292,15.324,2.703
1729687969616,8,54.644,31.957,27.812,9.292,15.425,2.667
1729687970375,8,54.101,31.835,29.019,9.191,14.89,2.789
1729687971177,8,54.316,32.171,27.75,9.191,15.359,2.792
1729687971938,8,53.699,31.988,27.742,9.183,15.187,2.578
1729687972711,8,53.742,31.953,28.144,9.351,15.167,2.714
1729687973473,8,52.675,31.988,28.996,9.238,15.121,2.722
1729687974247,8,54.062,31.91,28.316,9.199,15.16,2.742
1729687974987,8,52.902,31.964,28.046,9.109,15.335,2.855
1729687975745,8,54.093,31.847,27.785,9.312,15.488,2.628
1729687976509,8,54.3,31.921,29.101,9.312,15.328,2.75
1729687977337,8,51.808,31.906,28.183,9.14,15.371,2.71
1729687978079,8,54.23,31.968,28.042,9.238,15.273,2.902
1729687978841,8,54.402,31.953,28.406,9.167,15.371,2.652
1729687979610,8,54.281,31.964,27.863,9.343,15.414,2.742
1729687980518,8,54.171,32.039,28.406,9.226,15.292,2.964
1729687981286,8,54.023,32.0,28.855,9.253,15.296,2.761
1729687982039,8,54.601,32.042,28.457,9.296,15.187,2.812
1729687982788,8,54.261,32.113,28.367,9.417,15.027,2.699
1729687983553,8,53.855,31.945,29.628,9.152,15.058,2.695
1729687984319,8,53.816,31.847,28.796,9.296,15.406,2.683
1729687985086,8,54.156,32.117,27.722,9.207,15.265,2.878
1729687985848,8,54.183,32.144,28.429,9.328,15.39,2.812
1729687986587,8,54.281,32.035,27.734,9.332,15.148,2.937
1729687987342,8,54.41,32.167,27.988,9.21,15.355,2.695
1729687988111,8,54.437,31.906,27.843,9.167,15.25,2.781
1729687988874,8,54.511,32.003,27.941,9.175,15.289,2.722
1729687989634,8,54.589,32.117,28.652,9.257,16.175,2.718
1729687990393,8,54.39,31.984,28.257,9.16,15.359,2.699
1729687991166,8,53.648,31.921,28.003,9.257,15.308,2.773
1729687991912,8,54.488,31.855,28.394,9.316,15.308,2.804
1729687992662,8,54.472,31.914,28.265,9.265,15.39,2.855
1729687993425,8,53.933,32.109,28.011,9.23,15.304,2.578
1729687994189,8,51.699,31.988,27.929,9.117,15.269,2.707
1729687994949,8,54.359,31.957,28.546,9.203,15.246,2.792
1729687995710,8,54.402,31.82,27.843,9.312,15.316,2.804
1729687996475,8,54.222,32.035,28.269,9.281,15.136,2.718
1729687997230,8,53.707,32.0,28.093,9.296,15.238,2.691
1729687997992,8,54.253,31.894,27.125,9.203,15.39,2.941
1729687998757,8,54.539,32.019,27.64,9.164,15.175,2.757
1729687999513,8,53.57,31.96,28.128,9.269,15.605,2.613
1729688000274,8,53.398,32.132,27.796,9.359,15.285,2.757
1729688001038,8,54.242,31.894,27.882,9.203,15.355,2.636
1729688001781,8,54.312,32.023,27.91,9.246,15.281,2.789
1729688002647,8,52.652,31.98,28.152,9.21,15.566,2.816
1729688003478,8,54.292,31.859,29.074,9.207,15.226,2.847
1729688004243,8,54.078,31.929,28.23,9.41,15.207,2.738
1729688005017,8,54.769,32.05,28.484,9.023,15.222,2.789
1729688005797,8,54.355,32.05,28.628,9.207,15.214,2.843
1729688006538,8,54.398,32.058,28.281,9.273,15.183,2.843
1729688007299,8,54.308,31.992,27.601,9.257,15.488,2.742
1729688008055,8,54.234,31.933,27.742,9.199,15.234,2.765
1729688008890,8,54.246,31.843,28.14,9.152,15.253,2.843
1729688009661,8,53.96,31.894,27.757,9.195,15.41,2.792
1729688010425,8,53.546,31.878,28.058,9.312,15.21,2.714
1729688011186,8,54.179,31.878,27.968,9.199,15.234,2.738
1729688012050,8,54.179,31.972,28.07,8.996,15.296,2.691
1729688012819,8,54.277,31.902,28.109,9.304,15.191,2.75
1729688013587,8,54.222,31.937,28.691,9.175,15.464,2.945
1729688014355,8,54.187,31.835,28.019,9.21,15.273,2.839
1729688015219,8,54.085,31.98,28.136,9.257,15.386,2.781
1729688015994,8,54.398,32.089,28.027,9.199,15.902,2.695
1729688016747,8,54.171,32.078,27.839,9.285,inf,2.554
1729688017493,8,54.75,32.078,27.968,9.042,15.207,2.664
1729688018384,8,53.535,31.96,28.085,9.23,15.855,2.765
1729688019233,8,54.371,32.042,28.156,9.093,15.433,2.863
1729688019999,8,54.406,32.085,27.402,9.148,15.25,2.703
1729688020769,8,54.335,32.109,27.917,9.199,15.199,2.925
1729688021582,8,54.21,32.117,28.074,9.07,15.296,2.71
1729688022340,8,54.464,31.707,28.906,9.14,15.253,2.718
1729688023103,8,54.511,31.89,27.863,9.203,15.437,2.777
1729688023868,8,54.406,31.789,27.835,9.175,15.289,2.714
1729688024741,8,54.105,31.781,28.144,9.265,15.175,2.746
1729688025591,8,inf,31.875,27.855,9.23,15.281,2.683
1729688026339,8,54.222,31.929,27.777,9.316,15.222,2.796
